City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
234,port douglas,-16.4833,145.4667,21.39,80,21,6.33,AU,1694949146
235,saint joseph,39.7686,-94.8466,13.09,90,40,0.0,US,1694949147
236,vila franca do campo,37.7167,-25.4333,20.23,99,100,5.25,PT,1694949147
237,poronaysk,49.2167,143.1167,14.01,87,100,2.98,RU,1694949147
238,frontera,26.9333,-101.45,22.72,91,20,0.45,MX,1694949147
239,saint-pierre,-21.3393,55.4781,25.82,61,75,7.72,RE,1694949147
240,funafuti,-8.5243,179.1942,29.0,89,20,2.57,TV,1694949147
241,cidreira,-30.1811,-50.2056,18.89,72,0,1.43,BR,1694949148
242,dryden,49.7833,-92.7503,8.16,100,100,2.06,CA,1694949148
243,namibe,-15.1961,12.1522,22.65,72,58,4.36,AO,1694949148
244,sinan,34.8262,126.1086,24.71,84,12,1.51,KR,1694949148
245,kimbe,-5.5502,150.1429,23.16,83,53,3.67,PG,1694949148
246,geraldton,-28.7667,114.6,16.23,72,0,5.66,AU,1694949148
247,rongelap,11.1635,166.8941,29.09,79,96,7.25,MH,1694949149
248,utrik,11.2278,169.8474,28.83,81,100,8.09,MH,1694949149
249,aras-asan,8.8908,126.3033,26.58,85,80,1.24,PH,1694949149
250,zavolzhsk,57.4823,42.1378,17.32,42,39,2.52,RU,1694949149
251,tazovsky,67.4667,78.7,8.81,57,100,6.77,RU,1694948474
252,labuan bajo,-8.4964,119.8877,25.48,76,65,0.16,ID,1694949149
253,burang,30.25,81.1667,10.32,87,99,2.96,CN,1694949150
254,lubu,23.1742,112.2809,26.45,92,44,0.87,CN,1694949150
255,kavaratti,10.5669,72.642,27.92,79,91,5.17,IN,1694949150
256,glubokoye,50.1456,82.3114,17.86,68,75,1.0,KZ,1694949150
257,sao felix do xingu,-6.6447,-51.995,27.26,59,2,2.19,BR,1694949150
258,okha,53.5739,142.9478,7.79,61,98,4.48,RU,1694948922
259,san juan bautista,-14.0108,-75.7358,18.29,74,93,1.72,PE,1694949150
260,murzuq,25.9155,13.9184,32.55,13,0,2.91,LY,1694948895
261,daru,-9.0763,143.2092,23.93,77,11,6.12,PG,1694949151
262,cotonou,6.3654,2.4183,26.65,82,100,6.96,BJ,1694949151
263,barano d'ischia,40.718,13.9309,30.31,80,36,0.89,IT,1694949151
264,banfora,10.6333,-4.7667,25.45,84,95,2.46,BF,1694949151
265,oeiras do para,-2.0031,-49.8544,27.22,75,87,1.98,BR,1694949151
266,sisimiut,66.9395,-53.6735,2.21,71,100,0.22,GL,1694949152
267,mutuali,-14.8706,37.0044,34.82,22,0,1.94,MZ,1694949152
268,bardai,11.65,7.2333,28.65,63,95,2.2,NG,1694949152
269,minas de marcona,-15.2119,-75.1103,13.89,82,87,2.56,PE,1694949152
270,pauini,-7.7136,-66.9764,23.38,81,53,0.74,BR,1694949152
271,tshabong,-26.05,22.45,23.26,12,0,3.11,BW,1694949152
272,kidal,18.4411,1.4078,37.2,23,91,3.98,ML,1694949153
273,meadow lakes,61.6247,-149.6011,8.84,95,100,0.0,US,1694949153
274,khandyga,62.6667,135.6,0.36,97,73,2.07,RU,1694949153
275,at taj,24.2049,23.2857,32.95,11,0,2.9,LY,1694949153
276,richards bay,-28.783,32.0377,17.35,72,100,2.61,ZA,1694949153
277,zaozersk,69.4005,32.4476,9.23,68,100,0.07,RU,1694949154
278,rosrath,50.8956,7.1818,26.97,61,20,2.57,DE,1694949041
279,san fernando de apure,7.8878,-67.4724,23.67,96,54,1.9,VE,1694949154
280,shingu,33.7333,135.9833,24.9,92,9,2.48,JP,1694949154
281,manta,-0.95,-80.7333,23.88,88,20,2.06,EC,1694949154
282,maumere,-8.6199,122.2111,25.5,71,4,2.42,ID,1694949155
283,iranshahr,27.2025,60.6848,41.06,14,8,4.01,IR,1694949155
284,attapeu,14.8,106.8333,26.64,89,92,0.47,LA,1694949155
285,inhambane,-23.865,35.3833,23.99,78,75,7.72,MZ,1694949155
286,prado,-17.3411,-39.2208,24.96,76,34,4.05,BR,1694949155
287,kapuskasing,49.4169,-82.4331,11.05,93,100,1.03,CA,1694949156
288,chinde,26.8418,88.0763,23.55,80,67,0.72,NP,1694949156
289,badulla,6.9895,81.0557,24.85,77,99,1.43,LK,1694949156
290,harper,4.375,-7.7169,27.09,78,78,4.69,LR,1694949156
291,morozovsk,48.3539,41.8261,22.07,35,75,5.82,RU,1694949134
292,yaren,-0.5472,166.916,27.96,80,98,6.4,NR,1694948925
293,plastun,44.7561,136.2939,15.88,96,100,0.81,RU,1694949157
294,extrema,-22.8547,-46.3183,23.38,51,0,2.46,BR,1694949157
295,weno,7.4515,151.8468,28.49,71,91,0.78,FM,1694949157
296,dudinka,69.4058,86.1778,6.46,67,80,2.52,RU,1694949157
297,ceres,37.5949,-120.9577,17.67,85,0,3.09,US,1694949157
298,keflavik,64.0049,-22.5624,9.24,71,40,6.69,IS,1694949158
299,shimoda,34.6667,138.95,26.17,89,12,3.47,JP,1694949158
300,ingeniero jacobacci,-41.3427,-69.5448,0.45,50,3,9.35,AR,1694949158
301,ashtabula,41.7001,-80.7665,13.17,94,0,0.0,US,1694949158
302,mar del plata,-38.0023,-57.5575,12.27,72,83,3.13,AR,1694949000
303,berwick-upon-tweed,55.7833,-2.0,15.24,84,100,5.06,GB,1694948980
304,rio grande,-32.035,-52.0986,21.06,83,0,0.86,BR,1694949159
305,usogorsk,63.4106,48.6872,10.38,92,100,2.6,RU,1694949159
306,ilha de mocambique,-15.0342,40.7358,26.51,70,4,9.08,MZ,1694949159
307,kabo,7.6994,18.629,28.85,65,99,1.97,CF,1694949159
308,zhosaly,45.4878,64.0781,24.81,20,87,5.3,KZ,1694949159
309,saldanha,-33.0117,17.9442,14.47,57,5,5.26,ZA,1694949041
310,enriquillo,17.9,-71.2333,26.42,84,88,3.66,DO,1694949160
311,saint croix,17.7397,-64.7388,28.31,81,20,3.09,VI,1694949160
312,tual,-5.6667,132.75,25.78,82,9,7.79,ID,1694949160
313,esquina,-30.0144,-59.5272,20.28,76,0,1.53,AR,1694949160
314,mutoko,-17.397,32.2268,33.31,11,0,3.47,ZW,1694949160
315,anacortes,48.5126,-122.6127,14.86,85,100,3.09,US,1694949161
